feature_name,variance,target_linear_correlation,feature_importances
ZB_V_V0RA_N3MA_VSS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,6.98E-05,0.058898642,0.000429251
HH_CONT_PTEN of 1103959_69_1133529_cp1p5,0.000206675,0.098563901,0.000428593
AG_V_SELF_TEST_GAIN_6_1_4_RAW of 1103959_69_1133529_cp1p5,0.000433971,0.067829454,0.000428254
KK_LK_OUT_LO of 1103959_69_1133529_cp1p5,3345.570393,0.001850633,0.000427965
Sb_I_SCALBIAS_0_LV of 1103959_69_1133529_cp1p5,0.217126229,0.005862899,0.000427476
IO_ISUPFM of 1103959_69_1133529_cp1p5,0.629959286,0.115487399,0.000427103
AC_OFFCALRES of 1103959_69_1133592_QPP,0.862756937,0.007888407,0.000426207
AG_V_SELF_TEST_GA_5_1_8_2C_VSS of 1103959_69_1133592_QPP,0.000394315,0.00988552,0.000425565
HH_CONT_CM of 1103959_69_JPP,4.96E-05,0.007630664,0.000425447
Df_V_VR1V2D_OUT_DIG of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000191955,0.01531051,0.000423264
HH_CONT_SH_VSS_APMU of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.004587542,0.039673308,0.000422815
Zb_V_OBVOH_VSS_L of 1103959_69_JPP,2.56E-05,0.068746167,0.000422624
ZB_V_V0FVBIFF_M_RAW of 1103959_69_1133529_cp1p5,0.000391358,0.018078608,0.000421487
Ro_T_REFOSC_LV of 1103959_69_1133592_QPP,1052.977041,0.035688039,0.000421079
EX_EXTRACT_T_PTATOSC of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,3.168025988,0.05271557,0.00042049
AG_V_SELF_TEST_GAIN_8_2_1_VSS of 1103959_69_JPP,9.01E-05,0.068531945,0.000420254
AG_V_SELF_TEST_GAIN_6_4_1_VSS of 1103959_69_1133592_QPP,0.000113033,0.001282996,0.000420175
Zb_V_ILOUT of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000142717,0.020513976,0.000417948
TR_TEMP_CALC of 1103959_69_1133529_cp1,11.35740674,0.018529165,0.000416448
Po_T_PTATOSC_HV of 1103959_69_1133529_cp1_cp1p5_YPP,2035.997553,0.00285479,0.000416316
AG_V_SELF_GAIN_12_2_1_2C_RAW of 1103959_69_1133529_cp1p5,0.000432493,0.063680785,0.000415721
AI_V_V0FVBI_SELF of 1103959_69_1133529_cp1_cp1p5_YPP,0.001046377,0.078749511,0.000415262
AG_V_SELF_GAIN_9_1_2_N of 1103959_69_JPP,0.000460969,0.029567866,0.000414475
AG_V_SELF_TEST_GAIN_5_1_8_RAW of 1103959_69_1133529_cp1_cp1p5_YPP,0.000855855,0.103101216,0.000413941
AG_V_SELF_TEST_GAIN_6_4_1_VSS of 1103959_69_JPP,8.47E-05,0.06910817,0.000413656
AG_V_SELF_TEST_GAIN_8_2_1_RAW of 1103959_69_JPP,0.000418028,0.093434899,0.0004132
AG_V_SELF_TEST_GAIN_12_2_1_2C of 1103959_69_1133529_cp1p5,0.000354706,0.085531435,0.000412251
KK_LK_VSS_APMU_LO of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,321075.1835,0.012683684,0.000412231
AI_V_V0FVUNI_SELF_RAW of 1103959_69_1133592_QPP,0.000172894,0.020332813,0.000411528
Gb_I_GBIAS_0 2 of 1103959_69_1133529_cp1p5,0.141101704,0.013072262,0.000411436
EX_EXTRACT_T_H1BIAS of 1103959_69_1133529_cp1_cp1p5,8.553621541,0.119243293,0.000410466
ZB_V_V0FVBIFF_M_VSS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000120741,0.040205553,0.000410276
Df_V_VR1V2D_OUT of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,4.99E-05,0.034190046,0.000410119
KC_COIL_CR of 1103959_69_1133529_cp1_cp1p5_YPP,0.117694114,0.028758001,0.000409956
ZB_V_V0FVBI00_M_VSS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000122207,0.040152919,0.000408685
AG_V_SELF_GAIN_9_1_2_N of 1103959_69_1133529_cp1,0.000507979,0.029348692,0.000408281
OV_V_OB_VOUT of 1103959_69_1133592_QPP,0.000369243,0.017863559,0.000407874
AC_V_AFE_CRN_5_8_8_VSS of 1103959_69_JPP,0.000109933,0.078509009,0.000407597
Zb_V_OBVOL_L_RAW of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000181912,0.014039114,0.000405624
AG_V_SELF_TEST_GAIN_12_2_1 of 1103959_69_1133529_cp1,0.000614707,0.054967284,0.000402583
AG_V_SELF_TEST_GAIN_10_1_2_VSS of 1103959_69_1133529_cp1p5,0.000151581,0.024925286,0.000402056
Zb_V_OBVOH of 1103959_69_1133592_QPP,0.000220711,0.051932995,0.000398514
AI_V_V0FVUNI_SELF_RAW of 1103959_69_1133529_cp1_cp1p5_YPP,0.0001902,0.039511158,0.000397967
Zb_V_OBVOL_VSS_L of 1103959_69_1133529_cp1_cp1p5_YPP,4.21E-05,0.028235169,0.00039699
AG_V_SELF_TEST_GAIN_5_8_1 of 1103959_69_1133529_cp1,0.00105871,0.073704282,0.000396936
AC_V_AFE_CRP_5_8_8_I0 of 1103959_69_1133592_RPP,0.000496063,0.011945817,0.000396775
AI_V_V0FVUNI_SELF_RAW of 1103959_69_1133529_cp1,0.00020472,0.079057602,0.000395362
ZB_V_V0FVBI_UL_RAW of 1103959_69_1133529_cp1p5,0.000321309,0.0197324,0.000394468
AI_V_V0FVBI_SELF of 1103959_69_1133529_cp1,0.006656095,0.108107313,0.000394418
Po_T_PTATOSC_LV of 1103959_69_1133529_cp1_cp1p5_YPP,1188.322453,0.016525569,0.00039441
AI_V_V0FVUNI_SELF_VSS of 1103959_69_1133592_QPP,0.000204421,0.002526286,0.0003939
AC_OFFCALRES_PRE of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,1.172984654,0.009267939,0.000393729
AG_V_SELF_TEST_GAIN_9_1_2_VSS of 1103959_69_1133529_cp1_cp1p5_YPP,0.000143948,0.027923441,0.000393152
ZB_V_V0FVBIFF_M_RAW of 1103959_69_1133592_QPP,0.00033628,0.013789793,0.000392244
AG_V_SELF_TEST_GAIN_11_2_1_RAW of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000457663,0.089694434,0.00039183
KK_LK_CR_APMU_LO of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,14666.24045,0.001193098,0.000391512
OV_V_OB_VOUT of 1103959_69_JPP,0.000194359,0.022025657,0.000390777
Zb_V_OBVOH_VSS_H of 1103959_69_1133592_QPP,3.63E-05,0.000125237,0.000389331
KK_LK_OUT_APMU_HI of 1103959_69_1133529_cp1,0.318062032,0.019206766,0.000389196
ZB_V_V0FVBIFF_M_RAW of 1103959_69_1133529_cp1,0.00030892,0.039015785,0.000387744
AG_V_SELF_TEST_GAIN_10_1_2_VSS of 1103959_69_1133529_cp1,0.000145238,0.062887204,0.000387372
AG_V_SELF_TEST_GAIN_11_2_1 of 1103959_69_1133529_cp1p5,0.000343144,0.085068825,0.000386101
AI_V_V0FVUNI_SELF_RAW of 1103959_69_JPP,0.000118015,0.078088557,0.000385113
HH_CONT_VINT of 1103959_69_1133529_cp1p5,0.000124298,0.095285669,0.000383241
KK_LK_CM_HI of 1103959_69_1133529_cp1,3.384736756,0.04410243,0.000383149
COL of 1103959_69_1133592_QPP,278.9622047,0.0523513,0.000383099
HH_CONT_VINT of 1103959_69_1133529_cp1_cp1p5_YPP,0.000117289,0.099220501,0.000380058
AG_V_SELF_TEST_GAIN_10_1_2_RAW of 1103959_69_1133529_cp1p5,0.000412992,0.057618204,0.000379222
AG_V_SELF_GAIN_12_2_1_2C_VSS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,9.16E-05,0.020928443,0.000378025
VV_V_3V3_M15M of 1103959_69_1133529_cp1,0.000176008,0.0118236,0.000375995
OV_V_OB_VOUT_DIG of 1103959_69_1133529_cp1p5,0.000520094,0.033837745,0.000375959
KK_LK_VSS_APMU_LO of 1103959_69_JPP,148139.5395,0.08146347,0.000375426
Df_V_VSS of 1103959_69_JPP,4.44E-05,0.066748315,0.000374583
Y,278.9622047,0.0523513,0.00037356
Df_V_VR1V2D_OUT_DIG of 1103959_69_1133529_cp1p5,0.000180512,0.036718467,0.000373188
HH_CONT_SH_CM of 1103959_69_1133529_cp1_cp1p5_YPP,3.37E-05,0.016309415,0.000370074
EX_EXTRACT_T_SUPDIV of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,3.858006593,0.053373039,0.000369968
ZB_V_V0FVBI_UL_RAW of 1103959_69_1133592_QPP,0.000275456,0.014084138,0.000369644
Zb_V_ILOUT_VSS of 1103959_69_1133592_QPP,1.46E-05,0.007130969,0.000369629
AC_V_AFE_CRP_5_8_8_I0_VSS of 1103959_69_1133592_RPP,0.000129411,0.019352439,0.00036948
HH_CONT_SH_CM of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,4.32E-05,0.022878792,0.000369082
Dr_V_VR1V2DRA_OUT_DIG of 1103959_69_1133592_RPP,0.000150198,0.022572987,0.000368464
Zb_V_OBVOH of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000464552,0.012441995,0.000367847
Po_T_PTATOSC_HV of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,642.0271177,0.03038912,0.000366025
EEPROM_V1__,71.95124133,0.027573029,0.000366024
Zb_V_ILOUT_RAW of 1103959_69_1133592_QPP,0.000184255,0.024314675,0.000365383
KK_LK_VSS_APMU_HI of 1103959_69_1133592_QPP,0.148673392,0.004415157,0.000364204
AG_V_SELF_TEST_GAIN_10_1_2_RAW of 1103959_69_1133529_cp1_cp1p5_YPP,0.0004839,0.084678222,0.000362509
OV_V_OB_VOUT_RAW of 1103959_69_1133529_cp1,0.000425221,0.041154126,0.000361179
Zb_V_OBVOL_RAW of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.002126396,0.013540144,0.000360531
KK_LK_PTEN_HI of 1103959_69_1133529_cp1p5,2.820485265,0.054005173,0.000360185
AI_V_V0FVUNI_SELF_VSS of 1103959_69_JPP,0.00019263,0.072076806,0.000358887
AG_V_SELF_TEST_GAIN_10_1_2_RAW of 1103959_69_1133529_cp1,0.000704552,0.071252965,0.000358498
Gb_I_GBIAS_0 of 1103959_69_1133529_cp1_cp1p5_YPP,0.070014559,0.01338598,0.000357613
AC_V_AFE_CLN_5_8_8_I0_VSS of 1103959_69_1133529_cp1p5,0.000445693,0.017310463,0.000357477
AI_F_SAFE of 1103959_69_1133529_cp1p5,0.001343902,0.093948769,0.000356483
AG_V_SELF_GAIN_12_2_1_2C_VSS of 1103959_69_JPP,8.54E-05,0.072340212,0.000356376
AG_V_SELF_TEST_GAIN_12_2_1 of 1103959_69_1133529_cp1p5,0.000365238,0.088641713,0.000356304
Zb_V_OBVOH_RAW of 1103959_69_1133529_cp1p5,0.000689372,0.035763419,0.000355985
ZB_V_V0FVBI00_M of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000133707,0.013292691,0.000355445
AC_V_AFE_CLN_5_8_8_VSS of 1103959_69_1133529_cp1_cp1p5_YPP,0.000240645,0.033400228,0.000354782
AG_V_SELF_TEST_GAIN_6_4_1_VSS of 1103959_69_1133529_cp1,0.000144579,0.063388839,0.000354408
AC_V_AFE_CLN_5_8_8_I0 of 1103959_69_1133592_QPP,0.00093688,0.007154826,0.000353901
ZB_V_V0FVBI00_M_RAW of 1103959_69_1133592_QPP,0.000223502,0.013481903,0.000353443
KK_LK_OUT_APMU_HI of 1103959_69_1133529_cp1_cp1p5_YPP,0.318062032,0.019206766,0.000352967
AC_V_GAIN_AFE_CLN_5_8_8 of 1103959_69_1133529_cp1_cp1p5_YPP,0.009654296,0.043665512,0.000352346
AI_V_V0FVUNI_SELF_VSS of 1103959_69_1133529_cp1,0.000299661,0.061732865,0.000352035
Zb_V_OBVOH_VSS of 1103959_69_JPP,2.73E-05,0.067932705,0.000351886
EEPROM_T3__,43.9028864,0.005639161,0.000350057
KK_LK_PTEN_HI of 1103959_69_1133592_QPP,2.932307398,0.062080311,0.000348459
AG_V_SELF_TEST_GA_5_1_8_2C_VSS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.00084759,0.036278245,0.000346638
HH_CONT_CM of 1103959_69_1133529_cp1,0.0009197,0.065289925,0.000346483
AG_V_SELF_TEST_GAIN_5_8_1_VSS of 1103959_69_1133592_QPP,0.000281727,0.001402319,0.000346431
EEPROM_SET_V1__,72.18870779,0.035888625,0.000346255
KK_LK_OUT_APMU_LO of 1103959_69_JPP,0.144682545,0.038987684,0.0003456
AG_V_SELF_GAIN_9_1_2_N_VSS of 1103959_69_1133529_cp1p5,0.00015888,0.025408147,0.000345253
ZB_V_V0FVBIFF_M_RAW of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000359248,0.01242556,0.000345127
AG_V_SELF_TEST_GAIN_9_1_2_VSS of 1103959_69_JPP,8.85E-05,0.069979092,0.000344733
AC_VOFF_TGT of 1103959_69_1133529_cp1p5,6.72E-06,0.000659179,0.000344397
OV_V_VSS of 1103959_69_1133529_cp1,7.11E-05,0.057316973,0.000342857
IO_ISUPFM of 1103959_69_JPP,0.116850468,0.054977554,0.000342516
ZB_V_V0FVBI_UL_RAW of 1103959_69_JPP,0.000137289,0.051703557,0.00034134
AG_V_SELF_TEST_GAIN_9_1_2 of 1103959_69_1133592_QPP,0.000315937,0.085479229,0.000341085
AI_V_V0FVBI_SELF_RAW of 1103959_69_1133592_QPP,0.001771569,0.066094146,0.000340716
Zb_V_ILOUT of 1103959_69_1133529_cp1_cp1p5_YPP,0.002232699,0.003299361,0.000339544
Df_V_VSS of 1103959_69_1133529_cp1p5,0.000116524,0.019879469,0.000339338
Zb_V_OBVOH_RAW of 1103959_69_1133592_QPP,0.000130401,0.063356302,0.000337906
HH_CONT_SH_CL_APMU of 1103959_69_1133529_cp1,0.003369016,0.039703615,0.000336892
EEPROM_SET_T2__,19.81191311,0.014423668,0.000336627
AG_V_SELF_GAIN_12_2_1_2C_VSS of 1103959_69_1133529_cp1,0.000144004,0.063576502,0.000336062
Zb_I_OBSHORT of 1103959_69_1133529_cp1,0.52811634,0.042271608,0.00033581
KK_LK_VSS_APMU_HI of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.148673392,0.004415157,0.000335714
AG_V_SELF_TEST_GAIN_8_2_1 of 1103959_69_1133529_cp1,0.000502544,0.038885948,0.000335701
AG_V_SELF_TEST_GAIN_5_8_1_RAW of 1103959_69_1133592_QPP,0.000794813,0.103312742,0.000335608
AG_V_SELF_TEST_GAIN_8_2_1 of 1103959_69_1133529_cp1p5,0.000284999,0.074692906,0.000334269
AC_TRIALS of 1103959_69_1133529_cp1,0.103142631,0.007990918,0.000334225
AG_V_SELF_TEST_GAIN_8_2_1_VSS of 1103959_69_1133592_QPP,0.000112845,0.001524538,0.000333521
Zb_V_OBVOH_L of 1103959_69_1133592_QPP,0.000594835,0.027962661,0.000332338
AC_V_AFE_CRN_5_8_8_VSS of 1103959_69_1133529_cp1_cp1p5_YPP,0.000218031,0.036513379,0.000331413
KK_LK_OUT_APMU_LO of 1103959_69_1133529_cp1,0.235999,0.031571456,0.000330185
AG_V_SELF_TEST_GAIN_12_2_1_RAW of 1103959_69_1133529_cp1,0.000765854,0.076901847,0.000329299
AC_V_AFE_CLN_5_8_8_VSS of 1103959_69_1133592_QPP,0.000188247,0.003589723,0.00032852
AG_V_SELF_TEST_GAIN_7_4_1 of 1103959_69_JPP,0.000401959,0.097340228,0.000328232
AC_V_AFE_CLN_5_8_8_I0 of 1103959_69_1133529_cp1p5,0.008430796,0.023833172,0.000327361
Zb_V_OBVOL_RAW of 1103959_69_JPP,0.00065175,0.027628479,0.000327147
AG_V_SELF_GAIN_7_4_1_N_VSS of 1103959_69_1133529_cp1p5,0.000257665,0.02719145,0.000325793
AC_V_AFE_CLN_5_8_8_I0_RAW of 1103959_69_1133529_cp1p5,0.008308354,0.020004289,0.000325239
AI_V_V0FVBI_SELF_VSS of 1103959_69_JPP,0.000105743,0.068901771,0.000324776
AG_V_SELF_TEST_GAIN_9_1_2_VSS of 1103959_69_1133529_cp1,0.000145623,0.063355276,0.000323141
AG_V_SELF_TEST_GAIN_6_1_4 of 1103959_69_1133592_QPP,0.00042071,0.093825245,0.000322219
AC_VOFF_TGT of 1103959_69_1133529_cp1_cp1p5_YPP,6.44E-06,0.010055846,0.000321992
ZB_V_V0FVBI00_M of 1103959_69_1133592_QPP,0.000138705,0.012772538,0.000321521
Zb_V_OBVOL_H_RAW of 1103959_69_1133529_cp1,0.00228591,0.037347274,0.00032117
Po_T_PTATOSC_LV of 1103959_69_1133529_cp1,628.7401477,0.035502812,0.000318882
AG_V_SELF_GAIN_12_2_1_2C_RAW of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000481836,0.093720039,0.000318729
AG_V_SELF_GAIN_7_4_1_N of 1103959_69_1133529_cp1_cp1p5_YPP,0.000674939,0.052366467,0.000317678
AI_V_V0FVUNI_SELF_VSS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000186176,0.022053984,0.000317283
Zb_V_OBVOH_VSS_L of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,2.90E-05,0.019332563,0.000316787
AG_V_SELF_TEST_GAIN_12_2_1 of 1103959_69_JPP,0.000344948,0.092061429,0.000316582
AC_SENSE_CAL of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,738.2148467,0.032225494,0.000315323
AG_V_SELF_TEST_GAIN_5_1_8_VSS of 1103959_69_JPP,0.000187377,0.072403561,0.000313445
AI_F_SAFE of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000969055,0.081706159,0.000309944
KK_LK_PTEN_LO of 1103959_69_1133592_QPP,0.716451377,0.025708236,0.0003092
HH_CONT_SH_VSS_APMU of 1103959_69_1133529_cp1p5,0.001521606,0.051630009,0.000309162
AG_V_SELF_GAIN_7_4_1_N_RAW of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000788683,0.040258824,0.000307628
AC_V_AFE_CN_FG_SA_P_F of 1103959_69_1133529_cp1,0.000552599,0.078822447,0.000307015
VV_VSS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000326924,0.037613822,0.00030628
Zb_I_OBSHORT_VSS of 1103959_69_1133529_cp1,4.59E-05,0.059741833,0.000305155
AG_V_SELF_TEST_GAIN_5_1_8_2C of 1103959_69_1133529_cp1,0.000996131,0.077779786,0.000304099
AG_V_SELF_GAIN_7_4_1_N_RAW of 1103959_69_JPP,0.000587789,0.021060544,0.000303723
TR_TEMP_REG11 of 1103959_69_1133592_QPP,96.36511321,0.019385233,0.000302034
Zb_I_OBSHORT_VSS of 1103959_69_1133529_cp1_cp1p5_YPP,6.16E-05,0.035517701,0.00030161
KC_COIL_CR of 1103959_69_1133592_QPP,0.446721275,0.017621491,0.000297633
AG_V_SELF_TEST_GAIN_5_1_8_2C of 1103959_69_1133529_cp1_cp1p5_YPP,0.00101291,0.097121281,0.000296462
AC_SENSE_CLN of 1103959_69_1133529_cp1_cp1p5_YPP,0.005155223,0.102750947,0.00029646
AC_VOFF_TGT_PRE of 1103959_69_1133529_cp1p5,1.53E-05,0.005776631,0.000296394
KK_LK_OUT_HI of 1103959_69_JPP,19749.38366,0.007281962,0.000293906
KK_LK_VSS_APMU_LO of 1103959_69_1133529_cp1,104371.4009,0.00027034,0.000293198
Zb_V_OBVOH of 1103959_69_1133529_cp1_cp1p5_YPP,0.00044727,0.061644948,0.000287254
Ro_T_REFOSC_HV of 1103959_69_1133529_cp1,611.322945,0.03161173,0.000287201
KK_LK_PTEN_HI of 1103959_69_1133529_cp1_cp1p5_YPP,3.35432259,0.080174146,0.000286083
Sb_I_SCALBIAS_0_LV of 1103959_69_1133529_cp1_cp1p5_YPP,1.376396222,0.003197615,0.000285856
AG_V_SELF_GAIN_9_1_2_N of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000490667,0.033605979,0.000285382
AG_V_SELF_TEST_GAIN_8_2_1_RAW of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000398832,0.077868398,0.000285237
KK_LK_OUT_APMU_HI of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,868.4835455,0.004444349,0.000285126
AG_V_SELF_TEST_GAIN_5_1_8_RAW of 1103959_69_1133529_cp1p5,0.000643017,0.09462457,0.000284849
OV_V_OB_VOUT_RAW of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000485975,0.004329783,0.000283809
Df_V_VR1V2D_OUT_DIG of 1103959_69_1133529_cp1,0.000121745,0.066463375,0.000283432
TR_TEMP_CALC of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,11.52164553,0.020546205,0.000282519
VV_V_3V3_M15M of 1103959_69_1133592_QPP,0.000159642,0.041703752,0.000281959
Zb_I_OBSHORT_VSS of 1103959_69_1133529_cp1p5,7.40E-05,0.022000239,0.000278702
Dr_V_VSS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,7.33E-05,0.057822512,0.000278207
ZB_V_V0FVBI00_M of 1103959_69_1133529_cp1p5,0.000137785,0.012306023,0.000275568
AC_V_AFE_CRN_5_8_8_I0_VSS of 1103959_69_1133529_cp1p5,0.00031866,0.020381321,0.000274434
HH_CONT_CR of 1103959_69_JPP,4.80E-05,0.008108047,0.000274384
AI_F_SAFE of 1103959_69_1133529_cp1,0.000970756,0.081311817,0.000273921
Zb_V_OBVOL_VSS_H of 1103959_69_1133529_cp1,5.96E-05,0.058771241,0.000273512
AC_VOFF_TGT_PRE of 1103959_69_1133529_cp1_cp1p5_YPP,0.00017805,0.001228466,0.000273173
AG_V_SELF_TEST_GAIN_12_2_1_VSS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,9.15E-05,0.020648208,0.000272523
ZB_V_V0FVBIFF_M_VSS of 1103959_69_1133529_cp1p5,0.000111831,0.021184414,0.00027247
AC_V_AFE_CRN_5_8_8_I0_VSS of 1103959_69_1133592_QPP,0.000223685,0.003968773,0.000271838
Po_T_PTATOSC_LV of 1103959_69_1133529_cp1p5,4462.967888,0.005598667,0.000270751
AG_V_SELF_TEST_GAIN_10_1_2_RAW of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000434488,0.086334828,0.000270484
AG_V_SELF_TEST_GAIN_6_4_1_VSS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,9.24E-05,0.021130035,0.000269967
Zb_V_OBVOL_VSS of 1103959_69_JPP,3.56E-05,0.067222363,0.000269697
Dt_V_VR1V2DRA_M_OUT_DIG of 1103959_69_1133592_RPP,0.000128708,0.023423747,0.000268868
Zb_V_OBVOL_L of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.00013595,0.007890028,0.000268246
AG_V_SELF_TEST_GAIN_6_1_4_VSS of 1103959_69_1133529_cp1_cp1p5_YPP,0.000145325,0.026683947,0.000267635
Zb_V_OBVOH_VSS of 1103959_69_1133529_cp1p5,7.37E-05,0.020479096,0.000267557
KK_LK_VSS_APMU_HI of 1103959_69_1133529_cp1,0.148673392,0.004415157,0.000265421
AG_V_SELF_TEST_GAIN_12_2_1_2C of 1103959_69_1133529_cp1,0.000595386,0.060902869,0.000264774
Df_V_VR1V2D_OUT of 1103959_69_1133529_cp1_cp1p5_YPP,5.02E-05,0.04149907,0.000263929
Zb_V_OBVOL_VSS_L of 1103959_69_1133592_QPP,3.68E-05,0.001384008,0.000263197
AG_V_SELF_TEST_GAIN_6_4_1 of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000363478,0.096663023,0.00026214
Zb_I_OBSHORT_VSS of 1103959_69_JPP,2.73E-05,0.067848749,0.000262012
FAILING_BINOUTS(1) of 1103959_69_1133529_cp1p5_GbSbSbPoPo,0.006320173,0.038825234,0.000260665
HH_CONT_SH_CM of 1103959_69_1133529_cp1p5,9.51E-05,0.010343871,0.000260214
AI_V_V0FVBI_SELF_VSS of 1103959_69_1133529_cp1_cp1p5_YPP,0.000251505,0.033889622,0.000259647
EEPROM_SET_ParUid__,83.59262577,0.053408532,0.000259598
AG_V_SELF_TEST_GAIN_8_2_1_RAW of 1103959_69_1133529_cp1_cp1p5_YPP,0.000451189,0.076276456,0.000259547
AG_V_SELF_GAIN_9_1_2_N of 1103959_69_1133529_cp1p5,0.000492569,0.034142659,0.000259478
AI_V_V0FVUNI_SELF_VSS of 1103959_69_1133529_cp1_cp1p5_YPP,0.000318095,0.027118756,0.000258096
AG_V_SELF_GAIN_9_1_2_N_VSS of 1103959_69_1133529_cp1_cp1p5_YPP,0.000160218,0.028562047,0.000257158
ZB_V_V0RA_N3MA of 1103959_69_1133592_RPP,0.00052648,0.045232353,0.000256788
AG_V_SELF_TEST_GAIN_10_1_2_VSS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,9.22E-05,0.020610949,0.000256326
OV_V_OB_VOUT of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000356102,0.018730304,0.000254561
AC_V_GAIN_AFE_CLN_5_8_8 of 1103959_69_1133592_QPP,0.003435752,0.105365612,0.000254143
Zb_V_OBVOL_H of 1103959_69_1133592_QPP,0.000831326,0.002490671,0.000251481
FAILING_BINOUTS(1) of 1103959_69_1133529_cp1_cp1p5_YPP_SbPoPo,0.001104971,0.055255154,0.000251164
KK_LK_VSS_APMU_HI of 1103959_69_1133529_cp1_cp1p5_YPP,0.148673392,0.004415157,0.000250224
Dr_V_VR1V2DRA_OUT of 1103959_69_1133592_RPP,7.34E-05,0.083159981,0.000248801
AG_V_SELF_TEST_GAIN_10_1_2 of 1103959_69_1133529_cp1p5,0.000322532,0.082320041,0.000247769
Dt_V_VR1V2DRA_M_OUT_RAW of 1103959_69_1133592_RPP,0.000117413,0.023525162,0.000247382
Zb_V_OBVOL_H_RAW of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000834744,0.007373648,0.000247262
Zb_I_OBSHORTL of 1103959_69_1133529_cp1,1.241164456,0.112482745,0.000246572
AC_V_AFE_CLN_5_8_8_I0 of 1103959_69_1133529_cp1,0.00246893,0.011556226,0.000244898
AC_V_AFE_CLN_5_8_8_I0_VSS of 1103959_69_1133529_cp1_cp1p5_YPP,0.000316637,0.031606976,0.000244379
Zb_I_OBSHORTL_VSS of 1103959_69_1133592_QPP,6.52E-05,0.00646127,0.000243928
VV_V_3V3_M20M of 1103959_69_1133592_QPP,0.000166308,0.043066426,0.000243883
EX_EXTRACT_T_SUPDIV of 1103959_69_1133592_RPP,3.858006593,0.053373039,0.000243766
VV_V_3V3_2M of 1103959_69_1133529_cp1_cp1p5_YPP,0.000353895,0.03894093,0.000241115
AG_V_SELF_TEST_GAIN_12_2_1_VSS of 1103959_69_1133592_QPP,0.000112842,0.001288349,0.000240615
KK_LK_CL_APMU_LO of 1103959_69_1133529_cp1_cp1p5_YPP,6607.464884,0.00056606,0.000236889
AG_V_SELF_TEST_GAIN_11_2_1_VSS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,9.19E-05,0.020751893,0.00023624
HH_CONT_SH_CL of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,1.71E-05,0.050702643,0.000235708
OV_V_VSS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000134115,0.038783183,0.000235551
